# Simbatch result for 61.out
task1	0.000000	0.000000	626.000000	626.000000
task2	298.000000	298.000000	990.000000	692.000000
task3	619.000000	626.000000	2351.000000	1725.000000
task4	908.000000	2351.000000	3981.000000	1630.000000
task5	1191.000000	3981.000000	5501.000000	1520.000000
task6	1494.000000	5501.000000	6247.000000	746.000000
task7	1824.000000	1824.000000	2548.000000	724.000000
task8	2101.000000	6247.000000	7817.000000	1570.000000
task9	2408.000000	2548.000000	3936.000000	1388.000000
task10	2686.000000	7817.000000	9499.000000	1682.000000
task11	2972.000000	7817.000000	9238.000000	1421.000000
task12	3287.000000	6247.000000	7307.000000	1060.000000
task13	3589.000000	10406.000000	12151.000000	1745.000000
task14	3904.000000	12151.000000	13491.000000	1340.000000
task15	4221.000000	13491.000000	14847.000000	1356.000000
task16	4482.000000	14847.000000	15661.000000	814.000000
task17	4795.000000	15661.000000	17333.000000	1672.000000
task18	5077.000000	9238.000000	10406.000000	1168.000000
task19	5374.000000	5374.000000	6006.000000	632.000000
task20	5642.000000	7307.000000	9093.000000	1786.000000
task21	5933.000000	17333.000000	18694.000000	1361.000000
task22	6209.000000	18694.000000	19803.000000	1109.000000
task23	6542.000000	20655.000000	21308.000000	653.000000
task24	6856.000000	21308.000000	22383.000000	1075.000000
task25	7189.000000	22383.000000	24155.000000	1772.000000
task26	7496.000000	22383.000000	23579.000000	1196.000000
task27	7818.000000	23579.000000	24580.000000	1001.000000
task28	8094.000000	24202.000000	25223.000000	1021.000000
task29	8399.000000	25223.000000	26228.000000	1005.000000
task30	8690.000000	27257.000000	27955.000000	698.000000
task31	8976.000000	27955.000000	29133.000000	1178.000000
task32	9267.000000	18694.000000	19686.000000	992.000000
task33	9559.000000	29133.000000	30333.000000	1200.000000
task34	9843.000000	18923.000000	19648.000000	725.000000
task35	10145.000000	30366.000000	31868.000000	1502.000000
task36	10484.000000	31868.000000	32955.000000	1087.000000
task37	10795.000000	27955.000000	29273.000000	1318.000000
task38	11085.000000	14847.000000	16303.000000	1456.000000
task39	11380.000000	33323.000000	33994.000000	671.000000
task40	11651.000000	33994.000000	34656.000000	662.000000
task41	11952.000000	34656.000000	35734.000000	1078.000000
task42	12234.000000	19803.000000	20446.000000	643.000000
task43	12521.000000	35734.000000	37084.000000	1350.000000
task44	12825.000000	16303.000000	17113.000000	810.000000
task45	13097.000000	26155.000000	27173.000000	1018.000000
task46	13373.000000	26228.000000	27257.000000	1029.000000
task47	13688.000000	37084.000000	37770.000000	686.000000
task48	13953.000000	37770.000000	39136.000000	1366.000000
task49	14265.000000	39136.000000	40110.000000	974.000000
task50	14566.000000	24580.000000	26155.000000	1575.000000
task51	14870.000000	40110.000000	40810.000000	700.000000
task52	15168.000000	40810.000000	42455.000000	1645.000000
task53	15504.000000	42455.000000	44193.000000	1738.000000
task54	15821.000000	17113.000000	18078.000000	965.000000
task55	16124.000000	44193.000000	45132.000000	939.000000
task56	16387.000000	45132.000000	46175.000000	1043.000000
task57	16669.000000	46175.000000	47221.000000	1046.000000
task58	16935.000000	35734.000000	37312.000000	1578.000000
task59	17228.000000	47221.000000	48213.000000	992.000000
task60	17531.000000	18078.000000	18923.000000	845.000000
task61	17856.000000	19648.000000	20655.000000	1007.000000
task62	18140.000000	48213.000000	49594.000000	1381.000000
task63	18432.000000	50034.000000	50940.000000	906.000000
task64	18749.000000	50940.000000	52409.000000	1469.000000
task65	19044.000000	52409.000000	53182.000000	773.000000
task66	19368.000000	53182.000000	53953.000000	771.000000
task67	19671.000000	53953.000000	55628.000000	1675.000000
task68	19939.000000	40810.000000	42044.000000	1234.000000
task69	20254.000000	42044.000000	43589.000000	1545.000000
task70	20556.000000	23579.000000	24202.000000	623.000000
task71	20856.000000	55628.000000	57320.000000	1692.000000
task72	21152.000000	57320.000000	58214.000000	894.000000
task73	21484.000000	58214.000000	59508.000000	1294.000000
task74	21798.000000	59508.000000	60604.000000	1096.000000
task75	22073.000000	51003.000000	52118.000000	1115.000000
task76	22366.000000	60604.000000	62138.000000	1534.000000
task77	22646.000000	62138.000000	63795.000000	1657.000000
task78	22983.000000	31868.000000	33323.000000	1455.000000
task79	23249.000000	63795.000000	65346.000000	1551.000000
task80	23569.000000	65346.000000	66664.000000	1318.000000
task81	23853.000000	66664.000000	67701.000000	1037.000000
task82	24189.000000	48213.000000	49472.000000	1259.000000
task83	24497.000000	29133.000000	30366.000000	1233.000000
task84	24830.000000	29273.000000	29997.000000	724.000000
task85	25126.000000	67701.000000	68894.000000	1193.000000
task86	25452.000000	29273.000000	30138.000000	865.000000
task87	25753.000000	68894.000000	70432.000000	1538.000000
task88	26062.000000	70503.000000	71194.000000	691.000000
task89	26363.000000	49472.000000	51003.000000	1531.000000
task90	26626.000000	48213.000000	48858.000000	645.000000
task91	26920.000000	71194.000000	72848.000000	1654.000000
task92	27243.000000	48858.000000	50034.000000	1176.000000
task93	27564.000000	72848.000000	74002.000000	1154.000000
task94	27861.000000	74002.000000	74904.000000	902.000000
task95	28152.000000	74904.000000	76259.000000	1355.000000
task96	28488.000000	68894.000000	70503.000000	1609.000000
task97	28791.000000	76259.000000	77415.000000	1156.000000
task98	29111.000000	77415.000000	78695.000000	1280.000000
task99	29433.000000	78695.000000	79659.000000	964.000000
task100	29707.000000	79659.000000	80266.000000	607.000000
