task1          	272.000000	272.000000	1560.000000	1288.000000	
task2          	554.000000	554.000000	2116.000000	1562.000000	
task3          	852.000000	2116.000000	2832.000000	716.000000	
task5          	1431.000000	2832.000000	3840.000000	1008.000000	
task4          	1134.000000	2832.000000	4075.000000	1243.000000	
task8          	2279.000000	3840.000000	5047.000000	1207.000000	
task6          	1711.000000	5047.000000	6043.000000	996.000000	
task7          	2011.000000	6043.000000	6841.000000	798.000000	
task17         	4951.000000	6841.000000	7954.000000	1113.000000	
task9          	2598.000000	6841.000000	7980.000000	1139.000000	
task11         	3162.000000	6841.000000	8124.000000	1283.000000	
task10         	2872.000000	7980.000000	8847.000000	867.000000	
task14         	4065.000000	8124.000000	8976.000000	852.000000	
task12         	3454.000000	8847.000000	10038.000000	1191.000000	
task19         	5552.000000	8976.000000	10065.000000	1089.000000	
task18         	5237.000000	8847.000000	10533.000000	1686.000000	
task24         	7093.000000	10065.000000	11273.000000	1208.000000	
task31         	9234.000000	10533.000000	11486.000000	953.000000	
task13         	3745.000000	10038.000000	11575.000000	1537.000000	
task38         	11344.000000	11486.000000	12349.000000	863.000000	
task36         	10732.000000	11273.000000	12551.000000	1278.000000	
task15         	4361.000000	11575.000000	13215.000000	1640.000000	
task40         	11952.000000	12551.000000	13346.000000	795.000000	
task16         	4669.000000	13215.000000	14033.000000	818.000000	
task44         	13136.000000	13346.000000	14679.000000	1333.000000	
task20         	5833.000000	14033.000000	14900.000000	867.000000	
task49         	14628.000000	14679.000000	15470.000000	791.000000	
task23         	6777.000000	14900.000000	15555.000000	655.000000	
task25         	7407.000000	15555.000000	16651.000000	1096.000000	
task21         	6153.000000	14900.000000	16668.000000	1768.000000	
task30         	8943.000000	16651.000000	17356.000000	705.000000	
task53         	15868.000000	17356.000000	18214.000000	858.000000	
task22         	6470.000000	17356.000000	18601.000000	1245.000000	
task26         	7683.000000	18601.000000	20110.000000	1509.000000	
task57         	17113.000000	20110.000000	20787.000000	677.000000	
task27         	7963.000000	20110.000000	21437.000000	1327.000000	
task66         	19819.000000	20787.000000	22127.000000	1340.000000	
task28         	8295.000000	21437.000000	22886.000000	1449.000000	
task29         	8615.000000	22886.000000	24589.000000	1703.000000	
task32         	9485.000000	24589.000000	25464.000000	875.000000	
task68         	20420.000000	25464.000000	26204.000000	740.000000	
task33         	9792.000000	25464.000000	26419.000000	955.000000	
task87         	26092.000000	26204.000000	26805.000000	601.000000	
task90         	26968.000000	26968.000000	27833.000000	865.000000	
task34         	10121.000000	26805.000000	28423.000000	1618.000000	
task93         	27870.000000	27870.000000	29480.000000	1610.000000	
task35         	10444.000000	28423.000000	29496.000000	1073.000000	
task37         	11044.000000	29496.000000	30485.000000	989.000000	
task39         	11641.000000	29496.000000	31280.000000	1784.000000	
task45         	13434.000000	30485.000000	32141.000000	1656.000000	
task52         	15575.000000	31280.000000	32223.000000	943.000000	
task41         	12234.000000	32223.000000	33303.000000	1080.000000	
task81         	24285.000000	32223.000000	33947.000000	1724.000000	
task42         	12535.000000	33303.000000	34808.000000	1505.000000	
task83         	24917.000000	33947.000000	35343.000000	1396.000000	
task43         	12839.000000	34808.000000	36101.000000	1293.000000	
task95         	28474.000000	35343.000000	36158.000000	815.000000	
task46         	13741.000000	36158.000000	37244.000000	1086.000000	
task97         	29073.000000	37244.000000	38173.000000	929.000000	
task47         	14035.000000	37244.000000	38506.000000	1262.000000	
task98         	29365.000000	38173.000000	39188.000000	1015.000000	
task48         	14339.000000	39188.000000	40550.000000	1362.000000	
task58         	17413.000000	40550.000000	41842.000000	1292.000000	
task50         	14938.000000	40550.000000	42172.000000	1622.000000	
task96         	28777.000000	41842.000000	42465.000000	623.000000	
task99         	29671.000000	42465.000000	43406.000000	941.000000	
task51         	15250.000000	42465.000000	44050.000000	1585.000000	
task54         	16173.000000	44050.000000	45168.000000	1118.000000	
task55         	16495.000000	45168.000000	46278.000000	1110.000000	
task56         	16811.000000	46278.000000	47899.000000	1621.000000	
task59         	17713.000000	47899.000000	48648.000000	749.000000	
task60         	18022.000000	48648.000000	50263.000000	1615.000000	
task61         	18342.000000	50263.000000	51003.000000	740.000000	
task77         	23089.000000	50263.000000	51153.000000	890.000000	
task62         	18637.000000	51153.000000	52525.000000	1372.000000	
task63         	18931.000000	52525.000000	53772.000000	1247.000000	
task76         	22797.000000	52525.000000	53968.000000	1443.000000	
task64         	19220.000000	53772.000000	54751.000000	979.000000	
task84         	25210.000000	53968.000000	55191.000000	1223.000000	
task65         	19537.000000	55191.000000	55829.000000	638.000000	
task67         	20112.000000	55829.000000	56509.000000	680.000000	
task69         	20683.000000	56509.000000	58188.000000	1679.000000	
task70         	20980.000000	58188.000000	59315.000000	1127.000000	
task71         	21272.000000	59315.000000	60298.000000	983.000000	
task72         	21566.000000	60298.000000	61263.000000	965.000000	
task73         	21869.000000	61263.000000	62603.000000	1340.000000	
task74         	22178.000000	62603.000000	64341.000000	1738.000000	
task75         	22475.000000	64341.000000	65721.000000	1380.000000	
task78         	23413.000000	65721.000000	66562.000000	841.000000	
task79         	23698.000000	66562.000000	68118.000000	1556.000000	
task80         	24011.000000	68118.000000	69628.000000	1510.000000	
task82         	24615.000000	69628.000000	70362.000000	734.000000	
task85         	25512.000000	70362.000000	71868.000000	1506.000000	
task86         	25815.000000	71868.000000	73225.000000	1357.000000	
task88         	26374.000000	73225.000000	75015.000000	1790.000000	
task89         	26674.000000	75015.000000	75923.000000	908.000000	
task92         	27562.000000	75923.000000	77187.000000	1264.000000	
task91         	27259.000000	75923.000000	77567.000000	1644.000000	
task94         	28155.000000	77567.000000	79073.000000	1506.000000	
task100        	29960.000000	79073.000000	80664.000000	1591.000000	
